stream,site,release_id,date_released,time_released,site_released,subsite_released,number_released,median_fork_length_released,day_or_night_release,origin_released,run_released,lifestage_released,source_released,days_held_post_mark,flow_at_release,temperature_at_release,turbidity_at_release,night_release,include,week_released,year_released,mark_type
feather river,eye riffle,744,2018-02-23,11:00:00,eye riffle_release site,below weir riffle,509,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,745,2019-01-03,09:13:00,eye riffle_release site,below weir riffle,312,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,746,2019-01-05,10:54:59,eye riffle_release site,below weir riffle,188,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,747,2019-01-08,12:55:00,eye riffle_release site,below weir riffle,398,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,748,2019-01-09,09:03:00,eye riffle_release site,not recorded,199,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,749,2019-01-10,09:48:00,eye riffle_release site,not recorded,144,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,750,2019-01-12,10:30:00,eye riffle_release site,below weir riffle,609,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,751,2019-01-17,10:53:00,eye riffle_release site,below weir riffle,498,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,752,2019-01-19,12:10:00,eye riffle_release site,not recorded,1014,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,753,2019-01-23,12:45:00,eye riffle_release site,below weir riffle,999,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,754,2019-01-24,12:00:00,eye riffle_release site,below weir riffle,1067,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,755,2019-01-26,12:24:59,eye riffle_release site,below weir riffle,999,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,756,2019-01-29,13:09:59,eye riffle_release site,below weir riffle,988,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,757,2019-02-01,12:55:00,eye riffle_release site,below weir riffle,992,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,758,2019-02-02,09:48:00,eye riffle_release site,below weir riffle,1006,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,759,2019-02-06,12:45:00,eye riffle_release site,below weir riffle,1019,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,760,2019-02-07,08:20:00,eye riffle_release site,below weir riffle,998,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,761,2019-02-08,12:15:00,eye riffle_release site,below weir riffle,866,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,762,2019-02-09,09:40:00,eye riffle_release site,below weir riffle,695,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,763,2019-02-15,09:35:00,eye riffle_release site,below weir riffle,992,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,764,2019-02-16,08:15:00,eye riffle_release site,below weir riffle,877,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,765,2019-02-20,09:00:00,eye riffle_release site,below weir riffle,650,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,766,2019-02-21,09:30:00,eye riffle_release site,below weir riffle,1018,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,767,2019-02-22,08:00:00,eye riffle_release site,below weir riffle,483,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,768,2019-01-08,09:40:00,herringer_release site,herringer release_ rl & rr,473,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,769,2019-01-09,09:40:00,herringer_release site,herringer release_ rl & rr,187,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,770,2019-01-10,09:40:00,herringer_release site,herringer release_ rl & rr,299,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,771,2019-01-12,08:35:00,herringer_release site,herringer release_ rl & rr,703,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,772,2019-01-15,09:35:00,herringer_release site,herringer release_ rl & rr,694,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,773,2019-01-17,14:10:00,herringer_release site,herringer release_ rl & rr,484,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,774,2019-01-19,09:18:00,herringer_release site,herringer release_ rl & rr,997,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,775,2019-01-23,08:44:00,herringer_release site,herringer release_ rl & rr,986,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,776,2019-01-24,12:44:00,herringer_release site,herringer release_ rl & rr,1032,NA,day,hatchery,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,777,2019-01-25,09:20:00,herringer_release site,herringer release_ rl & rr,1000,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,778,2019-01-29,10:04:00,herringer_release site,herringer release_ rl & rr,1015,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,779,2019-02-01,10:08:00,herringer_release site,herringer release_ rl & rr,1005,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,780,2019-02-02,12:30:00,herringer_release site,herringer release_ rl & rr,995,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,781,2019-02-06,08:41:00,herringer_release site,herringer release_ rl & rr,981,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,782,2019-02-07,08:41:00,herringer_release site,herringer release_ rl & rr,1000,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,783,2019-02-08,08:15:00,herringer_release site,herringer release_ rl & rr,1049,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,784,2019-02-09,12:35:00,herringer_release site,herringer release_ rl & rr,808,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,785,2019-02-14,11:16:00,herringer_release site,herringer release_ rl & rr,799,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,786,2019-02-15,12:02:00,herringer_release site,herringer release_ rl & rr,997,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,787,2019-02-16,12:02:00,herringer_release site,herringer release_ rl & rr,811,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,788,2019-02-20,11:00:00,herringer_release site,herringer release_ rl & rr,1000,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,789,2019-02-21,11:20:00,herringer_release site,herringer release_ rl & rr,996,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,790,2019-02-22,09:45:00,herringer_release site,herringer release_ rl & rr,709,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,791,2019-02-28,12:01:00,herringer_release site,herringer release_ rl & rr,996,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,herringer riffle,792,2019-03-01,12:01:00,herringer_release site,herringer release_ rl & rr,770,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,eye riffle,793,2019-02-28,08:00:00,eye riffle_release site,below weir riffle,1043,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,eye riffle,794,2019-03-01,12:00:00,eye riffle_release site,below weir riffle,762,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,eye riffle,795,2019-03-02,09:46:00,eye riffle_release site,below weir riffle,474,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,eye riffle,796,2019-03-21,09:46:00,eye riffle_release site,below weir riffle,157,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,herringer riffle,797,2020-01-15,11:22:00,herringer_release site,herringer release_ rl & rr,214,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,798,2020-01-17,11:39:59,herringer_release site,herringer release_ rl & rr,258,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,799,2020-01-20,10:19:00,herringer_release site,herringer release_ rl & rr,186,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,800,2020-01-22,11:35:00,herringer_release site,herringer release_ rl & rr,148,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,801,2020-01-29,09:24:59,herringer_release site,herringer release_ rl & rr,420,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,802,2020-01-31,09:50:00,herringer_release site,herringer release_ rl & rr,222,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,803,2020-02-07,12:26:00,herringer_release site,herringer release_ rl & rr,1890,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,804,2020-02-13,10:08:00,herringer_release site,herringer release_ rl & rr,1156,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,805,2020-02-14,09:24:59,herringer_release site,herringer release_ rl & rr,1137,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,806,2020-02-20,11:07:00,herringer_release site,herringer release_ rl & rr,997,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,807,2020-02-18,09:08:00,herringer_release site,herringer release_ rl & rr,997,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,808,2020-02-22,08:30:00,herringer_release site,herringer release_ rl & rr,486,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,809,2020-02-25,12:24:59,herringer_release site,herringer release_ rl & rr,989,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,810,2020-02-27,08:30:00,herringer_release site,herringer release_ rl & rr,994,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,811,2020-02-29,09:00:00,herringer_release site,herringer release_ rl & rr,756,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,812,2020-03-03,13:00:00,herringer_release site,herringer release_ rl & rr,731,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,813,2020-01-24,10:35:00,eye riffle_release site,below weir riffle,581,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,814,2020-01-25,08:39:59,eye riffle_release site,below weir riffle,141,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,815,2020-01-28,12:24:00,eye riffle_release site,below weir riffle,339,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,816,2020-01-30,12:35:00,eye riffle_release site,below weir riffle,374,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,817,2020-01-31,13:17:59,eye riffle_release site,below weir riffle,1194,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,818,2020-02-06,10:05:00,eye riffle_release site,below weir riffle,1772,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,819,2020-02-12,12:16:00,eye riffle_release site,below weir riffle,1691,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,820,2020-02-13,13:14:00,eye riffle_release site,below weir riffle,1662,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,821,2020-02-19,11:27:00,eye riffle_release site,below weir riffle,993,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,822,2020-02-21,12:50:00,eye riffle_release site,below weir riffle,993,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,823,2020-02-26,11:10:00,eye riffle_release site,below weir riffle,998,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,824,2020-02-28,09:40:00,eye riffle_release site,below weir riffle,1000,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,825,2020-03-04,08:45:00,eye riffle_release site,below weir riffle,990,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,826,2020-03-06,09:07:00,eye riffle_release site,below weir riffle,978,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,eye riffle,827,2020-03-07,10:30:00,eye riffle_release site,below weir riffle,983,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,828,2020-03-12,09:45:00,eye riffle_release site,below weir riffle,996,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,829,2020-03-14,11:00:00,eye riffle_release site,below weir riffle,937,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,830,2020-03-19,13:53:00,eye riffle_release site,below weir riffle,484,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,831,2020-03-25,10:05:00,eye riffle_release site,below weir riffle,803,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,832,2020-03-28,12:52:00,eye riffle_release site,below weir riffle,852,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,833,2020-04-01,09:50:00,eye riffle_release site,below weir riffle,478,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,834,2020-04-08,09:15:00,eye riffle_release site,below weir riffle,474,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,835,2020-04-16,09:39:00,eye riffle_release site,below weir riffle,366,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,836,2020-04-22,09:50:00,eye riffle_release site,below weir riffle,420,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,837,2020-03-05,13:00:00,herringer_release site,herringer release_ rl & rr,941,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,838,2020-03-10,10:00:00,herringer_release site,herringer release_ rl & rr,278,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,839,2020-03-13,13:54:59,herringer_release site,herringer release_ rl & rr,590,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,840,2020-03-18,09:43:00,herringer_release site,herringer release_ rl & rr,909,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,841,2020-03-24,12:34:00,herringer_release site,herringer release_ rl & rr,577,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,842,2020-03-27,12:53:00,herringer_release site,herringer release_ rl & rr,915,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,843,2020-04-02,10:14:00,herringer_release site,herringer release boxes,1037,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,844,2020-04-10,10:30:00,herringer_release site,herringer release_ rl & rr,416,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,845,2020-04-17,11:07:00,herringer_release site,herringer release_ rl & rr,275,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,846,2020-04-21,11:58:00,herringer_release site,herringer release_ rl & rr,280,NA,day,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,847,2020-04-29,09:31:00,eye riffle_release site,below weir riffle,487,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,848,2020-05-07,13:09:59,eye riffle_release site,below weir riffle,889,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,849,2020-05-09,10:45:00,eye riffle_release site,below weir riffle,882,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,850,2020-05-14,13:19:00,eye riffle_release site,below weir riffle,187,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,851,2020-04-28,13:30:00,herringer_release site,herringer release_ rl & rr,786,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,852,2020-05-01,09:55:00,herringer_release site,herringer release_ rl & rr,868,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,853,2020-05-08,11:30:00,herringer_release site,herringer release_ rl & rr,477,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,854,2020-05-12,09:20:00,herringer_release site,herringer release_ rl & rr,424,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,855,2020-01-10,11:20:00,herringer_release site,herringer release_ rl & rr,40,NA,day,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
sacramento river,knights landing,1,2015-02-10,09:00:17,knights landing release site,knights landing release site,2870,NA,day,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,6,2015,NA
sacramento river,knights landing,256,2015-02-14,09:00:17,knights landing release site,knights landing release site,1278,NA,day,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,7,2015,NA
sacramento river,knights landing,258,2015-03-24,08:10:16,knights landing release site,knights landing release site,570,58,day,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,12,2015,NA
sacramento river,knights landing,259,2015-03-31,13:00:17,knights landing release site,knights landing release site,513,66.5,day,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,13,2015,NA
sacramento river,knights landing,260,2014-02-19,10:30:17,knights landing release site,knights landing release site,136,NA,day,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,8,2014,NA
sacramento river,knights landing,261,2014-02-25,11:00:17,knights landing release site,knights landing release site,149,NA,day,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,8,2014,NA
sacramento river,knights landing,262,2014-03-05,15:30:17,knights landing release site,knights landing release site,488,NA,day,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,10,2014,NA
sacramento river,knights landing,263,2014-03-11,07:45:17,knights landing release site,knights landing release site,590,NA,day,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,10,2014,NA
sacramento river,knights landing,264,2014-03-19,08:30:17,knights landing release site,knights landing release site,81,NA,day,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,12,2014,NA
sacramento river,knights landing,265,2012-04-16,13:15:17,knights landing release site,knights landing release site,284,NA,day,unknown,other,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,16,2012,NA
sacramento river,knights landing,266,2012-03-30,14:45:17,knights landing release site,knights landing release site,1944,NA,day,unknown,other,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,13,2012,NA
sacramento river,knights landing,267,2012-03-19,16:00:17,knights landing release site,knights landing release site,696,NA,day,unknown,other,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,12,2012,NA
sacramento river,knights landing,268,2012-02-04,00:30:17,knights landing release site,knights landing release site,196,NA,day,unknown,other,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,5,2012,NA
sacramento river,knights landing,269,2012-01-28,14:00:17,knights landing release site,knights landing release site,2291,NA,day,unknown,other,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,4,2012,NA
sacramento river,knights landing,270,2016-01-10,09:45:17,knights landing release site,knights landing release site,3202,NA,day,natural,other,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,2,2016,NA
sacramento river,knights landing,271,2016-01-23,09:18:17,knights landing release site,knights landing release site,2864,NA,day,natural,other,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,4,2016,NA
sacramento river,knights landing,272,2016-04-16,12:00:17,knights landing release site,knights landing release site,419,NA,day,natural,other,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,16,2016,NA
sacramento river,knights landing,273,2016-02-10,10:20:17,knights landing release site,knights landing release site,632,50,day,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,6,2016,NA
sacramento river,knights landing,274,2016-02-17,10:00:17,knights landing release site,knights landing release site,479,54,day,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,7,2016,NA
sacramento river,knights landing,275,2016-02-24,11:15:17,knights landing release site,knights landing release site,489,54,day,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,8,2016,NA
sacramento river,knights landing,276,2016-03-16,11:15:17,knights landing release site,knights landing release site,490,52,day,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,11,2016,NA
sacramento river,knights landing,277,2016-03-23,13:45:17,knights landing release site,knights landing release site,488,54,day,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,12,2016,NA
sacramento river,knights landing,278,2016-03-30,10:20:17,knights landing release site,knights landing release site,470,54,day,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,13,2016,NA
sacramento river,knights landing,279,2016-04-06,09:48:16,knights landing release site,knights landing release site,516,55,day,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,14,2016,NA
sacramento river,knights landing,280,2016-04-13,09:48:16,knights landing release site,knights landing release site,473,58,day,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,15,2016,NA
sacramento river,knights landing,281,2016-04-27,09:42:17,knights landing release site,knights landing release site,507,67,day,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,17,2016,NA
sacramento river,knights landing,283,2017-01-16,09:40:16,knights landing release site,knights landing release site,1407,NA,day,natural,other,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,3,2017,NA
sacramento river,knights landing,285,2017-01-28,09:49:17,knights landing release site,knights landing release site,182,NA,day,natural,other,not recorded,knights landing rst,NA,NA,NA,NA,NA,yes,4,2017,NA
sacramento river,knights landing,286,2016-09-16,10:14:17,knights landing release site,knights landing release site,334,115.5,day,hatchery,late fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,38,2016,NA
sacramento river,knights landing,287,2016-09-29,14:30:17,knights landing release site,knights landing release site,311,108,day,hatchery,late fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,39,2016,NA
sacramento river,knights landing,288,2016-10-12,14:29:17,knights landing release site,knights landing release site,304,NA,day,hatchery,late fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,41,2016,NA
sacramento river,knights landing,289,2016-10-19,15:44:17,knights landing release site,knights landing release site,152,128,day,hatchery,late fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,42,2016,NA
sacramento river,knights landing,290,2016-11-09,15:30:17,knights landing release site,knights landing release site,969,139,day,hatchery,late fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,45,2016,NA
sacramento river,knights landing,291,2016-11-30,16:45:17,knights landing release site,knights landing release site,1126,146,day,hatchery,late fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,48,2016,NA
sacramento river,knights landing,292,2017-03-08,09:10:17,knights landing release site,knights landing release site,987,59,day,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,NA,yes,10,2017,NA
