date,value,stream,site_group,gage_agency,gage_number,parameter,statistic
1969-10-22,2973,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-10-23,2993,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-10-24,2982,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-10-25,2952,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-10-26,2982,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-10-27,3012,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-10-28,3022,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-10-29,2992,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-10-30,3002,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-10-31,2992,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-01,2962,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-02,2913,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-03,3003,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-04,3033,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-05,3042,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-06,3042,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-07,3012,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-08,2982,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-09,2962,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-10,3012,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-11,3012,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-12,3012,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-13,3018,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-14,3018,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-15,2987,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-16,3377,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-17,3427,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-18,3427,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-19,3428,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-20,3417,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-21,3427,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-22,3397,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-23,3396,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-24,3396,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-25,3336,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-26,3204,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-27,3172,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-28,3201,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-29,3167,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-11-30,3148,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-01,3281,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-02,3379,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-03,3379,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-04,3362,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-05,3358,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-06,3338,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-07,3618,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-08,3758,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-09,3828,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-10,3987,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-11,4687,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-12,5147,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-13,5667,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-14,5847,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-15,5898,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-16,5898,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-17,5917,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-18,5867,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-19,5847,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-20,5846,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-21,5857,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-22,5477,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-23,4919,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-24,13770,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-25,21890,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-26,21880,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-27,22020,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-28,22020,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-29,21790,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-30,21920,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1969-12-31,18190,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-01,15823,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-02,14532,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-03,13331,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-04,11630,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-05,7290,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-06,3737,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-07,3807,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-08,3738,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-09,3749,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-10,6368,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-11,10538,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-12,12248,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-13,20490,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-14,49800,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-15,60000,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-16,66800,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-17,67800,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-18,66900,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-19,63700,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-20,51600,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-21,37100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-22,50100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-23,63200,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-24,68900,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-25,71100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-26,71800,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-27,69100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-28,60400,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-29,54100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-30,44500,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-01-31,25530,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-01,18870,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-02,15338,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-03,10828,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-04,8109,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-05,8179,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-06,8179,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-07,8179,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-08,8170,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-09,8210,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-10,8160,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-11,8379,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-12,8720,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-13,9348,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-14,11299,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-15,12599,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-16,13028,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-17,13728,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-18,13638,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-19,13628,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-20,13619,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-21,13618,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-22,13628,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-23,13619,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-24,13628,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-25,11719,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-26,8428,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-27,8398,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-02-28,8437,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-01,10358,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-02,13428,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-03,13422,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-04,13534,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-05,13530,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-06,13531,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-07,13531,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-08,13534,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-09,13831,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-10,14435,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-11,14433,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-12,14435,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-13,12733,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-14,11829,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-15,11832,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-16,9600,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-17,8443,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-18,8392,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-19,7668,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-20,3038,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-21,2416,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-22,2235,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-23,1996,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-24,1772,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-25,1725,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-26,1781,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-27,2040,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-28,2241,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-29,2461,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-30,2653,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-03-31,2833,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-01,2817,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-02,2831,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-03,2765,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-04,2682,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-05,2672,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-06,2635,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-07,2566,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-08,2538,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-09,2515,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-10,2529,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-11,2539,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-12,2538,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-13,2412,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-14,2332,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-15,2308,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-16,2306,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-17,2208,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-18,1989,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-19,1889,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-20,1918,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-21,1932,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-22,1938,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-23,1937,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-24,1809,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-25,1723,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-26,1724,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-27,1725,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-28,1722,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-29,1721,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-04-30,1706,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-01,1732,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-02,1734,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-03,1739,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-04,1745,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-05,1785,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-06,1800,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-07,1669,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-08,1496,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-09,1537,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-10,1524,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-11,1560,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-12,1654,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-13,1583,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-14,1568,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-15,1579,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-16,1535,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-17,1505,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-18,1606,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-19,1590,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-20,1531,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-21,1532,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-22,1543,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-23,1488,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-24,1516,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-25,1559,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-26,1541,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-27,1516,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-28,1465,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-29,1453,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-30,1465,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-05-31,1469,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-01,1472,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-02,1493,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-03,1685,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-04,1989,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-05,2097,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-06,1915,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-07,1815,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-08,1835,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-09,1806,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-10,1764,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-11,1752,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-12,1751,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-13,1735,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-14,1734,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-15,1755,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-16,1759,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-17,1760,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-18,1770,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-19,1770,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-20,1736,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-21,1735,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-22,1757,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-23,1776,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-24,1755,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-25,1761,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-26,1760,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-27,1758,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-28,1747,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-29,1784,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-06-30,1778,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1970-07-01,1769,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
