record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,
T,4.1,9/14/2018,CDFW,CDFW,8,061469,12,,,,,1,3,2017,6/6/2018,6/6/2018,6MOSFMAR NET,6FCSAAMN NBFH,6FCSAAMN,V,H,P,FR,8.3,,N,5000,169743,,,5000,187,0,511755,C,,7,919,,,MARE ISLAND NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249005039
T,4.1,1/13/2020,CDFW,CDFW,8,060964,12,,,,,1,1,2016,3/20/2017,3/20/2017,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.53,,N,5000,519443,0,3527,5000,2351,0,1176,C,,13,900,,Processed at Annex Facility,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,0.993301006
T,4.1,9/14/2018,CDFW,CDFW,8,061470,12,,,,,1,3,2017,6/8/2018,6/8/2018,6MOSFMAR NET,6FCSAAMN NBFH,6FCSAAMN,G,H,P,FR,7.16,,N,5000,170406,,,5000,572,0,513338,C,,24,900,,,MARE ISLAND NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249016536
T,4.1,1/13/2020,CDFW,CDFW,8,060731,12,,,,,1,1,2015,3/24/2016,3/24/2016,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.72,,N,5000,530093,0,597,5000,4775,0,1194,C,,23,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,0.988877481
T,4.1,1/22/2019,CDFW,CDFW,8,061466,12,,,,,1,3,2017,5/10/2018,5/10/2018,6FCSAAMN SUN,6FCSAAMN NBFH,6FCSAAMN,G,H,B,FR,7.36,,N,5000,166838,,,0,500813,,,C,,21,901,,Jibboom vs Sunrise,AMERICAN R AT SUNRISE,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,SAFA,AMER,N,0.24988804
T,4.1,9/7/2021,CDFW,CDFW,8,061575*1,12,,,,,1,3,2018,5/14/2019,5/14/2019,6MOSFMAR NET,6FCSAAMN NBFH,6FCSAAMN,V,H,P,FR,8.38,,N,5000,11865,,,0,35630,,,C,,15,900,Y,Duplicate Code Release. See 061575*2,MARE ISLAND NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.24981577
T,4.1,9/7/2021,CDFW,CDFW,8,061575*2,12,,,,,1,3,2020,5/17/2021,5/17/2021,6MOSFFBA,6FCSAAMN NBFH,6FCSAAMN,V,H,P,FR,7.62,,N,5000,169117,0,189,5000,189,0,509447,C,,20,900,Y,Duplicate Code Release. See 061575*1,FORT BAKER MINOR PT,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249367398
T,4.1,8/3/2006,CDFW,CDWR,8,0601070904,15,,,,,1,3,2002,1/23/2003,1/26/2003,6FCSAFEA LVOK,,6FCSAFEA,G,W,E,,0.35,35,N,5000,10720,,,,,,,,0,1,,,,FEATHER AT LIVE OAK,NA,FEATHER RIVER,CA,SAFA,FEA,C,1
T,4.1,1/13/2020,CDFW,CDFW,8,061484,12,,,,,1,3,2017,5/2/2018,5/16/2018,6MOSFPRI JON NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,10.07,,N,5000,727344,0,1864,5000,5592,0,7456,C,,21,400,,Released at Pillar Point. Enhancement.,HALF MOON BAY JOHN PR NET,MOK R FISH INS,MOKELUMNE RIVER,CA,CECA,SFBA,N,0.982421159
T,4.1,9/7/2021,CDFW,CDFW,8,062364,12,,,,,1,3,2020,5/25/2021,5/25/2021,6MOSFMAR NET,6FCSAAMN NBFH,6FCSAAMN,G,H,P,FR,7.39,,N,5000,139898,,,5000,156,0,421095,C,,20,900,,,MARE ISLAND NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249306334
T,4.1,1/13/2020,CDFW,CDFW,8,060966,12,,,,,1,1,2016,4/4/2017,4/4/2017,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,5.15,,N,5000,529463,0,592,5000,2369,0,592,C,,14,900,,Processed at Annex Facility,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,0.99444482
T,4.1,9/14/2018,CDFW,CDFW,8,068676,12,,,,,1,3,2017,6/16/2018,6/17/2018,6MOSFFBA,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.09,,N,5000,79815,,,5000,2020,0,246705,C,,14,407,,,FORT BAKER MINOR PT,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.242938455
T,4.1,9/7/2021,CDFW,CDFW,8,062359,12,,,,,1,3,2020,5/4/2021,5/4/2021,6MOSFFBA,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,9.85,,N,5000,119586,,,0,360026,,,C,,21,482,,,FORT BAKER MINOR PT,MOK R FISH INS,MOKELUMNE RIVER,CA,CECA,SFBA,N,0.249339049
T,4.1,9/8/2005,USFWS,USFWS,7,051166,12,,,,,1,7,2002,12/9/2002,12/9/2002,6FCSUUSC PCHI,6FCSABAT CNFH,6FCSABAT CNFH,S,H,E,FR,29.64,124,N,5000,47048,,,,,,,C,0,35,200,,,PORT CHICAGO,COLEMAN NFH,COLEMAN NFH,CA,CECA,SFBA,C,1
T,4.1,9/8/2005,USFWS,USFWS,7,051167,12,,,,,1,7,2002,12/6/2002,12/6/2002,6FCSASBF RYDE,6FCSABAT CNFH,6FCSABAT CNFH,S,H,E,FR,29.45,130,N,5000,49629,,,0,756,,,C,0.015,33,200,,,SAC R AT RYDE KOKET,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,C,0.970220601
T,4.1,9/7/2021,CDFW,CDFW,8,062360,12,,,,,1,3,2020,5/18/2021,5/18/2021,6MOSFFBA,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,10.3,,N,5000,121591,,,5000,608,0,366873,C,,26,404,,,FORT BAKER MINOR PT,MOK R FISH INS,MOKELUMNE RIVER,CA,CECA,SFBA,N,0.248615746
T,4.1,9/14/2018,CDFW,CDFW,8,061459,12,,,,,1,3,2017,5/19/2018,5/19/2018,6MOSFFBA,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.24,,N,5000,83612,0,92,5000,184,0,252712,C,,21,920,,,FORT BAKER MINOR PT,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.248674985
T,4.1,12/7/2004,USFWS,USFWS,7,051091,12,,,,,1,7,2002,1/2/2003,1/2/2003,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,30.44,125,N,5000,66571,,,5000,2059,,,C,0.03,55,200,,,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,C,0.940898587
T,4.1,11/18/2003,USFWS,USFWS,7,051095,12,,,,,1,7,2002,1/2/2003,1/2/2003,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,28.7,131,N,5000,71267,,,5000,1085,,,C,0.015,52,200,,,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,C,0.970228812
T,4.1,9/7/2021,CDFW,CDFW,8,062371,12,,,,,1,3,2020,5/21/2021,5/21/2021,6MOSFMAR NET,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.24,,N,5000,16859,0,43,0,50959,,,C,,14,400,,,MARE ISLAND NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.249067948
T,4.1,9/7/2021,CDFW,CDFW,8,062375,12,,,,,1,3,2020,4/29/2021,4/29/2021,6MOSFROD SELBWIC,6FCSAAMN NBFH,6FCSAAMN,G,H,P,FR,6.18,,N,5000,35198,0,119,5000,277,0,106782,C,,15,900,,,WICKLAND OIL TERMINAL,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.248054447
T,4.1,9/7/2021,CDFW,CDFW,8,062299,12,,,,,1,3,2020,5/12/2021,5/12/2021,6MOSFMAR NET,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,9.06,,N,5000,84890,0,95,5000,190,0,256813,C,,20,900,,Combined w/ 062298; high loss (35;000-70;000) due to water quality at net pens,MARE ISLAND NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.248502871
T,4.1,9/14/2018,CDFW,CDFW,8,061460,12,,,,,1,3,2017,5/20/2018,5/20/2018,6MOSFFBA,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.24,,N,5000,78701,,,5000,440,0,237808,C,,21,940,,High loss due to stress at hatchery,FORT BAKER MINOR PT,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.248308087
T,4.1,9/14/2018,CDFW,CDFW,8,061461,12,,,,,1,3,2017,5/20/2018,5/20/2018,6MOSFFBA,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.72,,N,5000,83283,,,0,248477,,,C,,,,,Retention Group not checked,FORT BAKER MINOR PT,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.25103388
T,4.1,4/15/2016,CDFW,CDFW,8,0608000807,15,,,,,1,3,2012,2/19/2013,2/19/2013,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,0.91,,N,5000,10080,,,,,,,C,,0,0,,Knaggs Ranch Group. Released at Rd. 17.,YOLO BYPASS,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,N,1
T,4.1,9/7/2021,CDFW,CDFW,8,062361,12,,,,,1,3,2020,6/1/2021,6/1/2021,6MOSFFBA,6FCSJMOK MRFI,6FCSAFEA,V,H,P,FR,11.33,,N,5000,126728,,,0,380421,,,C,,20,400,,,FORT BAKER MINOR PT,MOK R FISH INS,FEATHER RIVER,CA,CECA,SFBA,N,0.24988317
T,4.1,9/7/2021,CDFW,CDFW,8,062340,12,,,,,1,3,2020,5/13/2021,5/13/2021,6MOSFROD SELBWIC,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.24,,N,5000,85890,,,0,258278,,,C,,21,900,,,WICKLAND OIL TERMINAL,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.249558355
T,4.1,1/13/2020,CDFW,CDFW,8,060446,12,,,,,1,3,2013,5/21/2014,5/22/2014,6FCSAFEA LKOR,6FCSAFEA FRFH,6FCSAFEA FRFH,Y,H,P,FR,23.85,,N,5000,4350,0,10,5000,166,0,10,C,,21,900,,Inland Program. Associated Tag Codes=060452; 060568,LAKE OROVILLE,FEATHER R HATCHERY,FEATHER R HATCHERY,CA,SAFA,FEA,N,0.961199295
T,4.1,9/14/2018,CDFW,CDFW,8,061463,12,,,,,1,3,2017,6/16/2018,6/17/2018,6MOSFFBA,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.09,,N,5000,83053,,,0,251040,,,C,,19,851,,,FORT BAKER MINOR PT,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.248592458
T,4.1,9/7/2021,CDFW,CDFW,8,062341,12,,,,,1,3,2020,5/13/2021,5/13/2021,6MOSFROD SELBWIC,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.24,,N,5000,85757,,,5000,480,0,259439,C,,19,900,,,WICKLAND OIL TERMINAL,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.248084912
T,4.1,1/13/2020,CDFW,CDFW,8,060452,12,,,,,1,3,2013,5/21/2014,5/22/2014,6FCSAFEA LKOR,6FCSAFEA FRFH,6FCSAFEA FRFH,Y,H,P,FR,25.18,,N,5000,30090,0,70,5000,1151,0,70,C,,21,900,,Inland Program. Associated tag codes=060568; 060446,LAKE OROVILLE,FEATHER R HATCHERY,FEATHER R HATCHERY,CA,SAFA,FEA,N,0.961091106
T,4.1,9/14/2018,CDFW,CDFW,8,061405,12,,,,,1,1,2017,3/26/2018,3/26/2018,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.97,,N,5000,174883,,,,,,,C,,,,,Retention Group not checked.,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,1
T,4.1,9/7/2021,CDFW,CDFW,8,062342,12,,,,,1,3,2020,5/21/2021,5/21/2021,6MOSFMAR NET,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.24,,N,5000,86117,0,96,0,259753,,,C,,18,900,,,MARE ISLAND NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.249195008
T,4.1,9/14/2018,CDFW,CDFW,8,061464,12,,,,,1,3,2017,6/17/2018,6/17/2018,6MOSFFBA,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.09,,N,5000,82470,0,216,5000,1008,0,253856,C,,18,1175,,,FORT BAKER MINOR PT,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.244959265
T,4.1,1/22/2019,CDFW,CDFW,8,061465,12,,,,,1,3,2017,5/10/2018,5/10/2018,6FCSAAMN JIB,6FCSAAMN NBFH,6FCSAAMN,V,H,B,FR,8.63,,N,5000,167209,,,0,501867,,,C,,20,899,,Jibboom vs Sunrise,AMERICAN R AT JIBBOOM,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,SAFA,AMER,N,0.249910324
T,4.1,10/14/2021,USFWS,USFWS,7,055848,12,,,,,1,7,2015,12/9/2015,12/9/2015,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,36.6,159,N,5000,66935,,,5000,336,,,C,0.005,204,200,,,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.990030251
T,4.1,1/13/2020,CDFW,CDFW,8,060975,12,,,,,1,3,2016,5/25/2017,5/25/2017,6MOSFFBA,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,9.64,,N,5000,131874,,,0,397038,,,C,,26,900,,Evening Plant at Fort Baker. Processed at Annex Facility.,FORT BAKER MINOR PT,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.249330702
T,4.1,1/13/2020,CDFW,CDFW,8,060598,12,,,,,1,3,2016,5/25/2017,5/25/2017,6MOSFFBA,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,10.3,,N,5000,225243,,,5000,627,,,C,,17,400,,Enhancement Group-Fort Baker Pier,FORT BAKER MINOR PT,MOK R FISH INS,MOKELUMNE RIVER,CA,CECA,SFBA,N,0.997224067
T,4.1,8/3/2006,CDFW,CDWR,8,0601070808,15,,,,,1,3,2002,1/16/2003,1/18/2003,6FCSAFEA LVOK,,6FCSAFEA,G,W,E,,0.35,35,N,5000,11465,,,,,,,,0,1,,,,FEATHER AT LIVE OAK,NA,FEATHER RIVER,CA,SAFA,FEA,C,1
T,4.1,9/7/2021,CDFW,CDFW,8,062298,12,,,,,1,3,2020,5/12/2021,5/12/2021,6MOSFMAR NET,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,9.06,,N,5000,84614,0,95,5000,285,0,258194,C,,22,900,,Combined w/ 062299; high loss (35;000-70;000) due to water quality at net pens,MARE ISLAND NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.246829726
T,4.1,9/7/2021,CDFW,CDFW,8,062362,12,,,,,1,3,2020,4/29/2021,4/29/2021,6MOSFROD SELBWIC,6FCSAAMN NBFH,6FCSAAMN,G,H,P,FR,6.18,,N,5000,130532,0,440,5000,1027,0,396291,C,,15,900,,,WICKLAND OIL TERMINAL,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.247916864
T,4.1,9/7/2021,CDFW,CDFW,8,062376,12,,,,,1,3,2020,5/21/2021,5/21/2021,6MOSFMAR NET,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.24,,N,5000,30348,0,76,0,91639,,,C,,17,400,,,MARE ISLAND NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.249248339
T,4.1,1/13/2020,CDFW,CDFW,8,060667,12,,,,,1,3,2014,6/1/2015,6/1/2015,6MOSFROD SELBWICNET,6FCSAAMN NBFH,6FCSAAMN,G,H,P,FR,7.24,,N,5000,158190,0,711,5000,711,0,478836,C,,23,900,,,WICKLAND OIL NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.248886362
T,4.1,9/7/2021,CDFW,CDFW,8,068207,12,,,,,1,3,2020,6/1/2021,6/1/2021,6MOSFFBA,6FCSJMOK MRFI,6FCSAFEA,V,H,P,FR,11.33,,N,5000,2421,,,0,7268,,,C,,20,400,,,FORT BAKER MINOR PT,MOK R FISH INS,FEATHER RIVER,CA,CECA,SFBA,N,0.249870988
T,4.1,1/13/2020,CDFW,CDFW,8,060664,12,,,,,1,3,2014,5/4/2015,5/4/2015,6MOSFROD SELBWICNET,6FCSAAMN NBFH,6FCSAAMN,G,H,P,FR,7.25,,N,5000,166925,,,5000,187,0,501853,C,,21,896,,,WICKLAND OIL NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249527255
T,4.1,1/13/2020,CDFW,CDFW,8,060668,12,,,,,1,3,2014,6/2/2015,6/2/2015,6MOSFROD SELBWICNET,6FCSAAMN NBFH,6FCSAAMN,G,H,P,FR,7.19,,N,5000,163181,0,914,5000,183,0,492834,C,,21,900,,,WICKLAND OIL NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249721509
T,4.1,1/13/2020,CDFW,CDFW,8,060737,12,,,,,1,3,2015,5/1/2016,5/2/2016,6MOSFROD SELBWICNET,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,7.43,,N,5000,249371,0,886,5000,2362,0,763074,C,,21,862,,,WICKLAND OIL NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.246390396
T,4.1,8/3/2006,CDFW,CDFW,8,0601000304,15,,,,,1,1,2003,12/31/2003,1/6/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,3757,,,5000,31,,,,0.0082,1,220,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.983683369
T,4.1,8/3/2006,CDFW,CDFW,8,0601000306,15,,,,,1,1,2003,2/2/2004,2/3/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,6003,,,5000,250,,,,0.04,1,201,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.921618423
T,4.1,8/3/2006,CDFW,CDFW,8,0601000307,15,,,,,1,1,2003,2/2/2004,2/4/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,6270,,,5000,192,,,,0.0297,1,101,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.941470288
T,4.1,8/3/2006,CDFW,CDFW,8,0601000403,15,,,,,1,1,2003,1/12/2004,1/16/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,36,N,5000,11225,,,5000,370,,,,0.0319,1,100,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.937207633
T,4.1,8/3/2006,CDFW,CDFW,8,0601000405,15,,,,,1,1,2003,1/27/2004,1/28/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,5351,,,5000,208,,,,0.0374,1,103,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.926582587
T,4.1,8/3/2006,CDFW,CDFW,8,0601000407,15,,,,,1,1,2003,1/28/2004,1/29/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,6186,,,5000,300,,,,0.0463,1,100,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.909588067
T,4.1,8/3/2006,CDFW,CDFW,8,0601000408,15,,,,,1,1,2003,1/28/2004,1/29/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,6164,,,5000,284,,,,0.044,1,103,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.9138933
T,4.1,1/13/2020,CDFW,CDFW,8,060593,12,,,,,1,3,2013,5/6/2014,5/6/2014,6MOSF,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,10.07,,N,5000,101426,,,0,254,,,C,,22,400,,Transported by boat from Millers Ferry Bridge to Golden Gate Bridge,SAN FRANCISCO MAJ.PT,MOK R FISH INS,MOKELUMNE RIVER,CA,CECA,SFBA,N,0.997501967
T,4.1,1/13/2020,CDFW,CDFW,8,061994,12,,,,,1,3,2018,4/12/2019,4/12/2019,6FCSAAMN SUN,6FCSAAMN NBFH,6FCSAAMN,G,H,E,FR,4.12,,N,5000,199285,,,5000,580,,,C,,15,900,,3 year survivability study of fish planted at roughly 120 per lb at Sunrise LAR,AMERICAN R AT SUNRISE,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,SAFA,AMER,N,0.997098041
T,4.1,8/3/2006,CDFW,CDWR,8,0601070809,15,,,,,1,3,2002,1/19/2003,1/22/2003,6FCSAFEA LVOK,,6FCSAFEA,G,W,E,,0.35,35,N,5000,10978,,,,,,,,0,1,,,,FEATHER AT LIVE OAK,NA,FEATHER RIVER,CA,SAFA,FEA,C,1
T,4.1,8/3/2006,CDFW,CDFW,8,0601000500,15,,,,,1,1,2003,2/1/2004,2/2/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,38,N,5000,7407,,,5000,309,,,,0.04,1,120,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.92155521
T,4.1,8/3/2006,CDFW,CDFW,8,0601000501,15,,,,,1,1,2003,2/4/2004,2/5/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,38,N,5000,6462,,,5000,199,,,,0.0299,1,105,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.94111788
T,4.1,8/3/2006,CDFW,CDFW,8,0601000502,15,,,,,1,1,2003,2/2/2004,2/4/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,38,N,5000,5921,,,5000,227,,,,0.0369,1,105,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.927539867
T,4.1,8/3/2006,CDFW,CDFW,8,0601000503,15,,,,,1,1,2003,2/3/2004,2/5/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,38,N,5000,6152,,,5000,111,,,,0.0177,1,105,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.964890564
T,4.1,8/3/2006,CDFW,CDFW,8,0601000506,15,,,,,1,1,2003,1/13/2004,1/16/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5001,10589,,,5001,351,,,,0.0321,1,115,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.936845804
T,4.1,8/3/2006,CDFW,CDFW,8,0601000305,15,,,,,1,1,2003,1/6/2004,1/12/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,4899,,,5000,105,,,,0.021,1,320,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.958457434
T,4.1,8/3/2006,CDFW,CDFW,8,0601000404,15,,,,,1,1,2003,1/23/2004,1/26/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,4019,,,5000,143,,,,0.0344,1,118,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.93242345
T,4.1,8/3/2006,CDFW,CDFW,8,0601000409,15,,,,,1,1,2003,2/1/2004,2/2/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,38,N,5000,6619,,,5000,275,,,,0.0399,1,97,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.921801842
T,4.1,8/3/2006,CDFW,CDFW,8,0601000504,15,,,,,1,1,2003,2/4/2004,2/6/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,38,N,5000,5540,,,5000,153,,,,0.0269,1,123,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.946947831
T,4.1,8/3/2006,CDFW,CDFW,8,0601000507,15,,,,,1,1,2003,1/16/2004,1/20/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,10459,,,5000,226,,,,0.0212,1,197,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.958097258
T,4.1,8/3/2006,CDFW,CDFW,8,0601000508,15,,,,,1,1,2003,1/16/2004,1/20/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,11174,,,5000,246,,,,0.0215,1,200,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.957421979
T,4.1,8/3/2006,CDFW,CDFW,8,0601000509,15,,,,,1,1,2003,1/20/2004,1/23/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,9751,,,5000,302,,,,0.03,1,99,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.94086044
T,4.1,8/3/2006,CDFW,CDFW,8,0601000600,15,,,,,1,1,2003,1/20/2004,1/23/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,11092,,,5000,285,,,,0.0251,1,200,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.950478228
T,4.1,8/3/2006,CDFW,CDFW,8,0601000601,15,,,,,1,1,2003,1/23/2004,1/27/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,10037,,,5000,359,,,,0.0345,1,112,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.932158859
T,4.1,8/3/2006,CDFW,CDFW,8,0601000800,15,,,,,1,1,2003,1/28/2004,1/30/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,10211,,,5000,814,,,,0.0738,1,106,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.857816617
T,4.1,8/3/2006,CDFW,CDFW,8,0601000801,15,,,,,1,1,2003,1/29/2004,2/1/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,9834,,,5000,660,,,,0.0629,1,100,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.878162893
T,4.1,8/3/2006,CDFW,CDFW,8,0601000802,15,,,,,1,1,2003,1/29/2004,2/1/2004,6FCSABUT BALD,,6FCSABUT,G,W,,,,37,N,5000,10712,,,5000,732,,,,0.064,1,125,,,BALDWIN CONST. YARD,NA,BUTTE CREEK,CA,SAFA,SACR,C,0.876130024
